#OTUID	taxonomy	confidence
4e803fef13c694f22b840e8c75228abe	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Syndiniales;order_Dino-Group-I;family_Dino-Group-I-Clade-4;genus_Dino-Group-I-Clade-4_X;species_Dino-Group-I-Clade-4_X_sp.	0.9999999999991758
f0857d8558e4de0a6deed51d55c0461a	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Dinophyceae;order_Gymnodiniales;family_Gymnodiniaceae;genus_Gyrodinium;species_Gyrodinium_helveticum	0.7075189516876258
52fe20a6f83830965f259fe31920fa60	 kingdom_Eukaryota;supergroup_Rhizaria;division_Radiolaria;class_Polycystinea;order_Spumellarida;family_Spumellarida-Group-I;genus_Spumellarida-Group-I_X;species_Spumellarida-Group-I_X_sp.	0.8543092622552434
dce1ef617fcc11d405f1e423b05343cd	 kingdom_Eukaryota;supergroup_Rhizaria;division_Radiolaria;class_Polycystinea;order_Spumellarida;family_Spumellarida-Group-I;genus_Spumellarida-Group-I_X;species_Spumellarida-Group-I_X_sp.	0.9998390667606101
ebbb6ca5572114ad07c211164585359a	 kingdom_Eukaryota;supergroup_Rhizaria;division_Radiolaria;class_Polycystinea;order_Collodaria;family_Collophidiidae;genus_Collophidium;species_Collophidium_aff.	0.7622958677583334
d65cc75f9ce717c1bb648dea1afb02ef	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Syndiniales;order_Dino-Group-I;family_Dino-Group-I_X;genus_Dino-Group-I_XX;species_Dino-Group-I_XX_sp.	0.9999999999999147
a01667ed99a19f60c6f15f0cd36ca7bb	 kingdom_Eukaryota;supergroup_Rhizaria;division_Radiolaria;class_Polycystinea;order_Spumellarida;family_Spumellarida-Group-I;genus_Spumellarida-Group-I_X;species_Spumellarida-Group-I_X_sp.	0.7182202735305413
1245d665774775d3cbae1b441d924f39	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Dinophyceae	0.9999989764899436
4d49edcd99f3c4f3af0d73aa72d66d0a	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Dinophyceae;order_Peridiniales;family_Blastodiniaceae;genus_Blastodinium;species_Blastodinium_contortum	0.99999963834737
f0ebeb17a68afd6e8f000390c93d7937	 kingdom_Eukaryota;supergroup_Alveolata;division_Ciliophora;class_Colpodea;order_Colpodea_X;family_Colpodida;genus_Colpoda;species_Colpoda_steinii	0.9886471446847985
5897960757f632cef741fa584c183718	 kingdom_Eukaryota;supergroup_Opisthokonta;division_Metazoa;class_Cnidaria;order_Cnidaria_X;family_Hydrozoa	0.9999999886665585
baf2629e1ae5aa4f1ae3cb4e57114959	 kingdom_Eukaryota;supergroup_Rhizaria;division_Radiolaria;class_Polycystinea;order_Spumellarida;family_Spumellarida-Group-I;genus_Spumellarida-Group-I_X;species_Spumellarida-Group-I_X_sp.	0.9931503887085583
aa105bcbf29c040f2c0ab77e48200834	 kingdom_Eukaryota;supergroup_Opisthokonta;division_Metazoa;class_Cnidaria;order_Cnidaria_X;family_Hydrozoa	0.9999999957667677
a6bcbe75b44d22bd8b12d38797291f12	 kingdom_Eukaryota;supergroup_Opisthokonta;division_Metazoa;class_Arthropoda;order_Crustacea;family_Maxillopoda	0.9995969140185603
8be9a61e0612884b6244f78e438e05da	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Dinophyceae;order_Torodiniales;family_Torodiniaceae;genus_Torodinium	0.988397205223226
